no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,Penghasilan perkapita,ukt
231710080794,2,9.0,5.0,2500000.0,4745000.0,8,8,3.0,7,3,4.0,2,8,6.0
231710080789,3,5.0,1.0,5501600.0,0.0,8,8,3.0,7,6,3.0,3,8,7.0
231710080788,8,13.0,6.0,0.0,3200000.0,8,5,3.0,3,1,3.0,2,5,3.0
231710080784,4,6.0,1.0,8740739.0,0.0,8,5,8.0,1,3,4.0,1,5,8.0
231710080778,5,6.0,1.0,7500000.0,0.0,8,5,7.0,7,3,5.0,3,5,7.0
231710080774,7,6.0,1.0,5600000.0,0.0,8,7,4.0,7,4,2.0,4,7,7.0
231710080764,2,14.0,1.0,3335702.0,0.0,8,6,3.0,1,3,2.0,2,6,6.0
231710080755,8,13.0,5.0,0.0,4700000.0,8,8,3.0,4,1,1.0,3,8,6.0
231710080750,5,12.0,1.0,5247533.0,0.0,8,7,4.0,3,4,1.0,2,7,7.0
231710080745,9,7.0,1.0,3000000.0,0.0,8,2,5.0,4,3,1.0,4,2,5.0
231710080743,8,11.0,1.0,5000000.0,0.0,8,5,5.0,4,3,3.0,2,5,6.0
231710080738,2,3.0,5.0,1000000.0,2000000.0,8,3,4.0,4,4,4.0,2,3,5.0
231710080734,3,9.0,1.0,12000000.0,0.0,8,8,4.0,4,8,2.0,3,8,8.0
231710080732,4,11.0,1.0,1000000.0,0.0,5,1,3.0,2,3,4.0,2,1,2.0
231710080729,4,11.0,1.0,1200000.0,0.0,6,1,4.0,2,4,3.0,2,1,2.0
231710080722,9,7.0,1.0,5000000.0,0.0,8,4,6.0,7,4,1.0,2,4,6.0
231710080720,4,14.0,14.0,0.0,200000.0,1,1,2.0,1,1,4.0,1,1,1.0
231710080719,4,11.0,1.0,500000.0,0.0,2,1,8.0,1,1,3.0,3,1,2.0
231710080718,9,12.0,6.0,0.0,20000000.0,8,8,5.0,8,7,5.0,4,8,8.0
231710080700,4,11.0,1.0,1500000.0,0.0,8,2,3.0,2,3,4.0,2,2,1.0
231710080695,4,11.0,1.0,2000000.0,0.0,8,1,5.0,3,3,1.0,2,1,2.0
231710080675,7,5.0,1.0,4955900.0,0.0,8,5,5.0,5,3,4.0,3,5,5.0
231710080670,10,6.0,14.0,2300000.0,1500000.0,8,7,3.0,1,3,1.0,3,7,3.0
231710080654,4,9.0,6.0,7000000.0,5000000.0,8,8,3.0,8,4,5.0,4,8,8.0
231710080649,1,5.0,12.0,4518900.0,1890600.0,8,8,3.0,6,3,1.0,2,8,4.0
231710080648,4,9.0,14.0,1000000.0,0.0,5,2,2.0,1,1,3.0,1,2,1.0
231710080635,4,7.0,1.0,1500000.0,0.0,8,1,4.0,5,4,1.0,3,1,4.0
231710080631,1,10.0,1.0,15000000.0,0.0,8,8,3.0,8,3,1.0,4,8,7.0
231710080619,2,11.0,1.0,1500000.0,0.0,8,2,3.0,2,3,4.0,2,2,2.0
231710080614,4,13.0,3.0,0.0,800000.0,3,1,2.0,2,3,4.0,2,1,1.0
231710080613,8,5.0,6.0,12273200.0,2000000.0,8,8,1.0,4,6,2.0,3,8,8.0
231710080609,8,6.0,1.0,3644250.0,0.0,8,4,4.0,1,3,1.0,2,4,4.0
231710080605,4,14.0,14.0,0.0,200000.0,1,1,2.0,1,1,3.0,1,1,1.0
231710080595,10,9.0,1.0,10000000.0,0.0,8,8,4.0,7,8,3.0,4,8,8.0
231710080586,9,11.0,1.0,1000000.0,0.0,5,2,2.0,2,1,4.0,1,2,1.0
231710080581,3,13.0,5.0,0.0,4343100.0,8,8,1.0,8,3,1.0,4,8,7.0
231710080567,4,12.0,1.0,891000.0,0.0,4,4,1.0,1,3,1.0,2,4,2.0
231710080563,8,1.0,5.0,0.0,3696000.0,8,4,4.0,5,3,3.0,2,4,6.0
231710080557,10,5.0,5.0,12099000.0,4373700.0,8,8,3.0,4,6,5.0,3,8,8.0
231710080553,8,14.0,1.0,2650000.0,0.0,8,2,5.0,5,3,4.0,2,2,4.0
231710080545,8,7.0,1.0,1500000.0,0.0,8,3,2.0,1,3,3.0,2,3,4.0
231710080540,4,11.0,1.0,3845874.0,0.0,8,3,5.0,1,4,5.0,1,3,3.0
231710080537,3,9.0,1.0,4000000.0,0.0,8,7,3.0,8,3,3.0,4,7,8.0
231710080518,9,12.0,1.0,3265000.0,0.0,8,3,5.0,5,4,1.0,2,3,5.0
231710080513,8,14.0,1.0,6093432.0,0.0,8,8,2.0,1,4,3.0,3,8,7.0
231710080501,2,12.0,1.0,3000000.0,0.0,8,5,3.0,3,3,5.0,3,5,4.0
231710080497,5,13.0,14.0,0.0,8311074.0,8,8,1.0,8,8,1.0,4,8,8.0
231710080490,3,6.0,5.0,15000000.0,5000000.0,8,8,5.0,7,3,4.0,5,8,8.0
231710080475,5,7.0,1.0,7000000.0,0.0,8,8,4.0,4,3,3.0,2,8,6.0
231710080467,7,6.0,5.0,28000000.0,4900000.0,8,8,4.0,7,8,4.0,5,8,8.0
231710080457,7,14.0,1.0,34000000.0,0.0,8,8,4.0,7,8,3.0,4,8,6.0
231710080443,4,3.0,1.0,1500000.0,0.0,8,1,4.0,3,5,3.0,2,1,4.0
231710080434,4,11.0,1.0,3000000.0,0.0,8,2,5.0,7,3,4.0,3,2,7.0
231710080426,2,11.0,7.0,2000000.0,1000000.0,8,5,3.0,2,3,1.0,1,5,3.0
231710080419,8,1.0,5.0,1500000.0,5756100.0,8,8,4.0,6,6,4.0,3,8,8.0
231710080417,6,13.0,5.0,0.0,3391000.0,8,2,6.0,4,4,2.0,2,2,3.0
231710080412,2,11.0,1.0,2000000.0,0.0,8,3,3.0,4,3,4.0,2,3,3.0
231710080403,9,1.0,1.0,0.0,0.0,1,1,3.0,3,3,3.0,1,1,2.0
231710080397,10,6.0,1.0,1932384.0,0.0,8,2,3.0,4,3,4.0,2,2,4.0
231710080390,7,6.0,1.0,15000000.0,0.0,8,8,5.0,7,8,4.0,4,8,8.0
231710080373,7,13.0,1.0,0.0,1138900.0,6,1,4.0,1,3,1.0,3,1,2.0
231710080357,2,11.0,1.0,2400000.0,0.0,8,3,3.0,1,1,4.0,2,3,2.0
231710080349,4,11.0,1.0,1500000.0,500000.0,8,2,4.0,3,3,5.0,2,2,2.0
231710080342,5,11.0,14.0,300000.0,2900000.0,8,8,2.0,1,4,2.0,3,8,3.0
231710080323,10,9.0,6.0,5000000.0,8758730.0,8,8,2.0,1,4,3.0,2,8,8.0
231710080320,7,5.0,1.0,4680900.0,0.0,8,8,2.0,3,3,4.0,3,8,4.0
231710080318,5,11.0,5.0,500000.0,3900000.0,8,4,5.0,7,4,5.0,3,4,7.0
231710080311,3,9.0,6.0,7500000.0,5000000.0,8,8,2.0,8,7,5.0,4,8,8.0
231710080309,2,6.0,1.0,3468561.0,0.0,8,6,3.0,3,4,3.0,3,6,6.0
231710080295,4,6.0,1.0,6323855.0,0.0,8,7,5.0,3,3,2.0,1,7,3.0
231710080268,4,11.0,1.0,1500000.0,0.0,8,1,4.0,3,3,5.0,2,1,2.0
231710080259,7,13.0,1.0,0.0,0.0,1,1,4.0,2,1,1.0,2,1,1.0
231710080251,7,11.0,1.0,2500000.0,0.0,8,6,2.0,1,4,3.0,3,6,5.0
231710080237,4,2.0,14.0,700000.0,500000.0,6,1,3.0,1,3,2.0,2,1,1.0
231710080235,8,6.0,1.0,8200000.0,0.0,8,8,4.0,4,7,4.0,4,8,8.0
231710080220,9,6.0,14.0,1800000.0,600000.0,8,6,2.0,3,3,5.0,2,6,4.0
231710080215,4,11.0,1.0,1500000.0,0.0,8,1,4.0,1,3,3.0,1,1,2.0
231710080207,3,10.0,5.0,3000000.0,5000000.0,8,6,7.0,4,3,2.0,3,6,7.0
231710080205,4,3.0,7.0,500000.0,250000.0,3,1,4.0,2,4,5.0,2,1,1.0
231710080182,7,9.0,1.0,5000000.0,0.0,8,5,5.0,7,6,3.0,4,5,7.0
231710080181,8,9.0,5.0,3000000.0,4200000.0,8,8,3.0,7,6,1.0,2,8,8.0
231710080166,2,9.0,1.0,2500000.0,0.0,8,2,5.0,5,3,5.0,3,2,3.0
231710080165,2,3.0,14.0,1500000.0,700000.0,8,3,3.0,2,3,1.0,2,3,1.0
231710080160,4,11.0,14.0,2000000.0,0.0,8,1,6.0,1,3,1.0,2,1,2.0
231710080148,4,11.0,1.0,75000.0,0.0,1,1,3.0,2,3,5.0,2,1,2.0
231710080139,8,13.0,11.0,0.0,1000000.0,5,2,2.0,4,2,3.0,1,2,2.0
231710080132,7,11.0,1.0,2000000.0,0.0,8,1,5.0,1,2,3.0,2,1,1.0
231710080121,7,5.0,5.0,5352900.0,4196100.0,8,8,2.0,7,6,1.0,4,8,8.0
231710080108,4,3.0,1.0,1200000.0,0.0,6,1,3.0,3,3,4.0,3,1,2.0
231710080085,9,14.0,1.0,4000000.0,0.0,8,3,6.0,1,4,1.0,3,3,5.0
231710080084,5,7.0,1.0,1500000.0,0.0,8,2,3.0,1,1,1.0,2,2,2.0
231710080068,4,11.0,5.0,0.0,4000000.0,8,5,4.0,2,3,2.0,2,5,5.0
231710080065,9,13.0,11.0,0.0,1000000.0,5,2,2.0,1,3,3.0,1,2,1.0
231710080054,4,11.0,1.0,1800000.0,0.0,8,2,3.0,1,3,2.0,2,2,3.0
231710080050,4,11.0,1.0,1000000.0,0.0,5,1,5.0,3,1,3.0,2,1,2.0
231710080046,10,14.0,5.0,15000000.0,5000000.0,8,8,3.0,5,3,2.0,2,8,8.0
231710080045,7,6.0,1.0,19970133.0,0.0,8,8,4.0,7,6,4.0,4,8,8.0
231710080037,3,9.0,5.0,1800000.0,4355000.0,8,8,4.0,4,1,2.0,3,8,7.0
231710080033,7,11.0,1.0,2500000.0,0.0,8,2,4.0,5,3,4.0,3,2,3.0
231710080014,7,14.0,14.0,5998080.0,0.0,8,5,6.0,7,3,1.0,2,5,5.0
231710071470,4,11.0,1.0,5472000.0,0.0,8,8,3.0,2,3,2.0,2,8,7.0
231710071462,7,5.0,5.0,5259300.0,4235100.0,8,8,4.0,7,7,1.0,3,8,8.0
231710071416,8,6.0,1.0,5720000.0,0.0,8,6,5.0,6,3,1.0,4,6,7.0
231710071414,7,9.0,5.0,6000000.0,4000000.0,8,8,5.0,7,3,5.0,3,8,7.0
231710071412,9,3.0,1.0,2000000.0,0.0,8,2,4.0,2,4,1.0,2,2,3.0
231710071411,6,5.0,5.0,4172800.0,3690500.0,8,8,4.0,7,6,4.0,3,8,7.0
231710071406,2,11.0,1.0,1000000.0,0.0,5,1,3.0,1,3,2.0,2,1,1.0
231710071401,8,11.0,1.0,2500000.0,0.0,8,2,5.0,1,5,4.0,2,2,3.0
231710071399,9,11.0,1.0,3000000.0,0.0,8,3,4.0,3,3,4.0,2,3,4.0
231710071394,1,5.0,1.0,10294100.0,0.0,8,8,7.0,8,8,1.0,5,8,7.0
231710071390,8,13.0,6.0,0.0,9500000.0,8,8,6.0,4,4,1.0,2,8,8.0
231710071387,4,3.0,1.0,1000000.0,0.0,5,1,5.0,2,1,2.0,1,1,2.0
231710071382,5,6.0,1.0,2500000.0,0.0,8,2,5.0,1,3,2.0,4,2,6.0
231710071366,6,6.0,1.0,3000000.0,0.0,8,3,4.0,4,3,4.0,3,3,3.0
231710071358,2,14.0,14.0,1000000.0,600000.0,8,1,6.0,4,3,5.0,2,1,2.0
231710071353,9,11.0,1.0,1500000.0,0.0,8,1,4.0,4,4,4.0,3,1,3.0
231710071352,3,6.0,1.0,7450000.0,0.0,8,8,3.0,5,4,4.0,2,8,6.0
231710071325,4,9.0,1.0,10000000.0,0.0,8,8,6.0,7,6,3.0,3,8,8.0
231710071316,10,9.0,1.0,4500000.0,0.0,8,6,4.0,4,3,5.0,3,6,7.0
231710071315,7,10.0,1.0,0.0,0.0,1,1,3.0,6,3,4.0,2,1,4.0
231710071312,1,13.0,11.0,0.0,1000000.0,5,1,3.0,4,4,4.0,2,1,2.0
231710071308,9,9.0,1.0,2500000.0,0.0,8,2,5.0,1,3,1.0,3,2,4.0
231710071307,2,6.0,1.0,1500000.0,0.0,8,3,2.0,3,3,4.0,2,3,3.0
231710071306,8,11.0,13.0,2500000.0,0.0,8,2,4.0,1,3,3.0,3,2,4.0
231710071288,4,14.0,1.0,1500000.0,0.0,8,2,3.0,3,3,2.0,2,2,4.0
231710071280,4,3.0,3.0,500000.0,500000.0,5,1,5.0,3,3,3.0,2,1,2.0
231710071270,7,12.0,5.0,0.0,10000000.0,8,8,4.0,6,3,2.0,3,8,6.0
231710071269,7,3.0,1.0,700000.0,0.0,3,1,4.0,1,2,3.0,1,1,1.0
231710071237,3,6.0,1.0,22000000.0,0.0,8,8,5.0,7,5,4.0,4,8,8.0
231710071235,8,6.0,1.0,3100000.0,0.0,8,2,5.0,1,3,4.0,2,2,4.0
231710071226,3,3.0,7.0,1000000.0,500000.0,8,1,4.0,2,1,3.0,2,1,1.0
231710071214,3,9.0,1.0,10000000.0,0.0,8,8,6.0,7,6,1.0,4,8,8.0
231710071210,8,1.0,1.0,0.0,0.0,1,1,6.0,1,3,3.0,2,1,2.0
231710071195,3,6.0,1.0,7141000.0,0.0,8,8,3.0,1,3,1.0,4,8,8.0
231710071194,9,11.0,1.0,1500000.0,0.0,8,1,4.0,3,3,4.0,2,1,3.0
231710071190,6,13.0,5.0,0.0,3840600.0,8,8,2.0,1,4,3.0,4,8,4.0
231710071176,1,10.0,5.0,1000000.0,5676200.0,8,8,2.0,1,7,1.0,3,8,6.0
231710071175,4,3.0,1.0,1000000.0,0.0,5,1,3.0,2,3,1.0,1,1,2.0
231710071174,8,1.0,11.0,0.0,500000.0,2,1,3.0,1,1,2.0,2,1,2.0
231710071167,8,10.0,1.0,2000000.0,0.0,8,1,5.0,2,3,4.0,2,1,3.0
231710071165,5,5.0,1.0,6364000.0,0.0,8,7,5.0,1,3,5.0,2,7,6.0
231710071162,4,9.0,14.0,4500000.0,1500000.0,8,8,4.0,1,4,4.0,2,8,8.0
231710071160,10,14.0,1.0,2000000.0,0.0,8,3,3.0,1,3,1.0,3,3,3.0
231710071154,2,5.0,5.0,6169700.0,4778700.0,8,8,6.0,4,3,5.0,2,8,6.0
231710071140,8,7.0,7.0,2500000.0,2500000.0,8,5,5.0,1,3,3.0,2,5,4.0
231710071111,3,9.0,1.0,2500000.0,0.0,8,2,4.0,3,3,5.0,1,2,2.0
231710071099,5,7.0,1.0,2500000.0,0.0,8,4,3.0,4,3,2.0,2,4,6.0
231710071084,8,9.0,1.0,17050000.0,0.0,8,8,3.0,7,6,5.0,5,8,8.0
231710071073,4,6.0,1.0,1600000.0,0.0,8,2,3.0,3,3,1.0,2,2,3.0
231710071071,5,5.0,1.0,4707400.0,0.0,8,8,3.0,7,7,2.0,3,8,8.0
231710071031,4,14.0,14.0,0.0,1524910.0,8,1,5.0,2,1,4.0,2,1,2.0
231710071030,3,5.0,5.0,6241500.0,3661800.0,8,8,4.0,7,6,1.0,2,8,8.0
231710071019,9,12.0,1.0,3700000.0,0.0,8,6,3.0,3,3,4.0,2,6,5.0
231710071002,4,7.0,1.0,3500000.0,0.0,8,4,4.0,1,3,4.0,1,4,2.0
231710070970,7,9.0,1.0,18500000.0,0.0,8,8,6.0,8,8,5.0,4,8,8.0
231710070949,4,14.0,14.0,2500000.0,0.0,8,4,3.0,2,3,1.0,2,4,3.0
231710070948,8,6.0,1.0,15000000.0,0.0,8,8,3.0,4,7,3.0,3,8,8.0
231710070933,7,6.0,1.0,3500000.0,0.0,8,3,5.0,6,3,4.0,3,3,3.0
231710070931,10,13.0,7.0,0.0,1000000.0,5,1,3.0,4,4,4.0,2,1,2.0
231710070930,2,7.0,1.0,2000000.0,0.0,8,2,4.0,1,3,1.0,2,2,2.0
231710070926,10,1.0,6.0,0.0,2000000.0,8,8,1.0,3,3,4.0,3,8,5.0
231710070897,4,6.0,1.0,3600000.0,0.0,8,2,6.0,4,3,2.0,2,2,6.0
231710070895,1,5.0,5.0,4583600.0,5554900.0,8,8,2.0,8,8,2.0,3,8,6.0
231710070888,2,7.0,1.0,1500000.0,0.0,8,2,3.0,2,3,4.0,2,2,3.0
231710070884,5,11.0,1.0,3050000.0,0.0,8,8,2.0,3,4,2.0,3,8,6.0
231710070868,4,5.0,14.0,4618900.0,2500000.0,8,8,5.0,8,6,3.0,2,8,8.0
231710070866,6,5.0,14.0,4356000.0,3236600.0,8,8,3.0,6,6,1.0,2,8,8.0
231710070864,4,11.0,11.0,500000.0,500000.0,5,1,6.0,2,4,3.0,1,1,2.0
231710070858,8,5.0,10.0,5539600.0,1000000.0,8,8,4.0,4,3,4.0,2,8,7.0
231710070854,3,14.0,1.0,31814471.0,0.0,8,8,4.0,7,6,2.0,4,8,8.0
231710070849,10,6.0,1.0,14871900.0,0.0,8,8,5.0,7,4,3.0,3,8,8.0
231710070834,2,5.0,1.0,4474000.0,0.0,8,8,3.0,4,3,5.0,2,8,6.0
231710070833,4,9.0,11.0,1000000.0,500000.0,8,2,3.0,4,3,3.0,3,2,3.0
231710070830,5,6.0,6.0,3000000.0,3312670.0,8,5,6.0,4,3,4.0,1,5,7.0
231710070829,2,14.0,14.0,1000000.0,650000.0,8,2,3.0,2,4,4.0,1,2,2.0
231710070821,5,13.0,14.0,1342200.0,0.0,7,3,2.0,5,1,3.0,3,3,6.0
231710070812,7,9.0,1.0,2500000.0,0.0,8,6,2.0,4,3,5.0,2,6,3.0
231710070809,7,11.0,1.0,2000000.0,0.0,8,3,3.0,2,3,2.0,2,3,3.0
231710070805,8,5.0,1.0,10000000.0,0.0,8,8,4.0,7,6,3.0,5,8,8.0
231710070796,4,11.0,1.0,1000000.0,0.0,5,1,4.0,3,3,1.0,2,1,2.0
231710070778,5,5.0,5.0,4300000.0,4474900.0,8,8,5.0,5,6,3.0,2,8,8.0
231710070772,2,14.0,5.0,500000.0,4443800.0,8,8,1.0,3,3,1.0,2,8,6.0
231710070745,2,9.0,1.0,3000000.0,0.0,8,5,3.0,4,3,1.0,3,5,6.0
231710070727,2,6.0,6.0,3675000.0,2593000.0,8,8,1.0,1,3,2.0,2,8,6.0
231710070711,4,9.0,1.0,500000.0,0.0,2,1,4.0,1,3,2.0,2,1,1.0
231710070702,4,11.0,1.0,1500000.0,0.0,8,1,5.0,3,3,1.0,1,1,3.0
231710070700,3,5.0,5.0,4500000.0,2900000.0,8,8,4.0,8,6,4.0,3,8,8.0
231710070697,7,6.0,6.0,10000000.0,10000000.0,8,8,2.0,8,8,4.0,4,8,8.0
231710070692,7,6.0,1.0,5362073.0,0.0,8,7,4.0,1,3,1.0,4,7,5.0
231710070685,8,11.0,5.0,800000.0,4699900.0,8,8,3.0,4,4,5.0,2,8,7.0
231710070684,2,12.0,1.0,2681100.0,0.0,8,4,3.0,1,3,1.0,2,4,3.0
231710070667,7,12.0,1.0,4600000.0,0.0,8,6,4.0,5,6,2.0,4,6,7.0
231710070646,7,11.0,13.0,1000000.0,0.0,5,1,5.0,4,3,1.0,1,1,2.0
231710070636,8,5.0,1.0,6700000.0,0.0,8,7,5.0,7,3,1.0,3,7,7.0
231710070633,2,11.0,1.0,600000.0,0.0,2,1,3.0,1,3,3.0,2,1,1.0
231710070632,3,14.0,10.0,7000000.0,1000000.0,8,5,8.0,6,4,1.0,4,5,5.0
231710070616,6,9.0,5.0,1500000.0,5000000.0,8,8,2.0,4,3,1.0,3,8,6.0
231710070614,2,6.0,1.0,4500000.0,0.0,8,8,3.0,5,3,2.0,2,8,6.0
231710070607,1,5.0,5.0,6258618.0,4503500.0,8,8,7.0,7,7,4.0,3,8,8.0
231710070597,4,3.0,1.0,1500000.0,0.0,8,2,3.0,3,3,3.0,2,2,4.0
231710070588,4,3.0,1.0,1000000.0,0.0,5,2,2.0,2,3,4.0,2,2,4.0
231710070569,2,11.0,1.0,2500000.0,0.0,8,2,4.0,3,3,2.0,2,2,3.0
231710070560,4,7.0,1.0,2500000.0,0.0,8,1,6.0,4,4,4.0,2,1,4.0
231710070557,4,11.0,7.0,500000.0,1000000.0,8,2,3.0,3,3,1.0,2,2,2.0
231710070548,9,3.0,3.0,1500000.0,1500000.0,8,5,3.0,2,4,4.0,2,5,2.0
231710070543,4,13.0,14.0,0.0,5700000.0,8,8,3.0,7,6,1.0,3,8,8.0
231710070539,4,14.0,14.0,1250000.0,750000.0,8,1,5.0,1,3,4.0,2,1,2.0
231710070538,4,6.0,1.0,1150000.0,0.0,6,1,3.0,5,3,2.0,2,1,3.0
231710070537,5,5.0,5.0,3767100.0,4618900.0,8,8,3.0,7,7,3.0,2,8,8.0
231710070533,9,3.0,1.0,1700000.0,0.0,8,1,4.0,2,3,4.0,1,1,2.0
231710070515,6,7.0,1.0,2500000.0,0.0,8,6,2.0,3,3,2.0,2,6,3.0
231710070513,4,12.0,1.0,2620800.0,0.0,8,4,3.0,4,3,1.0,2,4,6.0
231710070509,8,14.0,1.0,1000000.0,0.0,5,1,3.0,3,3,3.0,2,1,2.0
231710070501,5,9.0,1.0,8000000.0,0.0,8,8,3.0,8,3,3.0,3,8,8.0
231710070500,2,12.0,1.0,0.0,0.0,1,1,3.0,7,1,2.0,3,1,6.0
231710070499,9,9.0,1.0,2500000.0,0.0,8,2,5.0,3,2,1.0,1,2,3.0
231710070480,8,7.0,1.0,2000000.0,0.0,8,1,5.0,4,3,1.0,2,1,5.0
231710070476,6,6.0,1.0,3919581.0,0.0,8,5,4.0,1,3,5.0,3,5,4.0
231710070471,2,11.0,1.0,5000000.0,0.0,8,8,1.0,5,3,3.0,1,8,6.0
231710070460,9,3.0,1.0,500000.0,0.0,2,1,5.0,1,3,4.0,2,1,1.0
231710070459,5,13.0,5.0,1890000.0,8400000.0,8,8,3.0,8,7,3.0,4,8,8.0
231710070419,9,12.0,5.0,4175000.0,4656100.0,8,8,1.0,7,6,1.0,4,8,8.0
231710070417,10,11.0,1.0,2500000.0,0.0,8,4,3.0,4,3,4.0,3,4,5.0
231710070384,7,5.0,5.0,4618900.0,3909700.0,8,8,3.0,5,6,5.0,3,8,7.0
231710070375,2,5.0,1.0,7500000.0,0.0,8,8,4.0,1,7,5.0,3,8,6.0
231710070373,10,5.0,5.0,12000000.0,16000000.0,8,8,4.0,8,8,5.0,4,8,8.0
231710070362,3,11.0,5.0,1000000.0,1274000.0,8,2,4.0,3,3,2.0,2,2,3.0
231710070352,1,6.0,1.0,5700000.0,0.0,8,6,5.0,4,3,4.0,3,6,4.0
231710070346,4,3.0,1.0,950000.0,0.0,4,1,2.0,2,3,4.0,1,1,1.0
231710070342,2,5.0,1.0,6966000.0,0.0,8,8,3.0,1,4,3.0,3,8,6.0
231710070341,4,5.0,1.0,4400000.0,0.0,8,5,4.0,1,4,2.0,3,5,5.0
231710070336,8,13.0,1.0,0.0,1.0,1,1,1.0,2,1,4.0,1,1,2.0
231710070329,10,11.0,1.0,2000000.0,0.0,8,3,3.0,1,1,5.0,3,3,5.0
231710070324,5,7.0,1.0,5000000.0,0.0,8,8,3.0,7,3,4.0,4,8,8.0
231710070321,4,9.0,7.0,1200000.0,2500000.0,8,3,5.0,1,3,4.0,2,3,2.0
231710070317,5,6.0,1.0,4800000.0,0.0,8,8,3.0,1,3,2.0,3,8,7.0
231710070315,9,11.0,1.0,1500000.0,0.0,8,3,2.0,1,3,3.0,3,3,3.0
231710070311,5,5.0,1.0,5887500.0,0.0,8,8,4.0,8,4,5.0,3,8,8.0
231710070304,3,13.0,6.0,0.0,3500000.0,8,4,4.0,1,3,3.0,4,4,4.0
231710070282,2,11.0,1.0,2000000.0,0.0,8,2,4.0,1,3,3.0,2,2,2.0
231710070277,1,6.0,1.0,12000000.0,0.0,8,8,5.0,4,3,4.0,3,8,7.0
231710070274,8,10.0,1.0,4000000.0,0.0,8,3,5.0,4,4,4.0,2,3,4.0
231710070264,9,11.0,1.0,1500000.0,0.0,8,1,5.0,2,3,4.0,1,1,1.0
231710070260,8,6.0,1.0,4500000.0,0.0,8,2,8.0,1,3,4.0,1,2,3.0
231710070255,7,5.0,5.0,2844008.0,3916000.0,8,6,6.0,2,3,5.0,3,6,5.0
231710070244,4,11.0,1.0,1760000.0,0.0,8,1,4.0,1,4,2.0,3,1,2.0
231710070240,2,7.0,1.0,2000000.0,0.0,8,5,2.0,4,3,3.0,2,5,5.0
231710070238,7,9.0,1.0,3500000.0,0.0,8,6,3.0,6,3,4.0,2,6,6.0
231710070236,9,11.0,1.0,2000000.0,0.0,8,1,6.0,1,3,4.0,1,1,2.0
231710070231,4,5.0,1.0,2750000.0,0.0,8,4,3.0,5,1,3.0,2,4,4.0
231710070223,6,6.0,1.0,1535000.0,0.0,8,3,2.0,3,3,4.0,3,3,3.0
231710070210,8,3.0,5.0,500000.0,5294300.0,8,8,4.0,3,3,2.0,2,8,6.0
233240250029,8,3.0,5.0,500000.0,5294300.0,8,8,4.0,3,3,2.0,2,8,6.0
231710070209,8,14.0,1.0,3000000.0,0.0,8,3,4.0,1,3,5.0,2,3,3.0
231710070194,9,7.0,1.0,3500000.0,0.0,8,6,3.0,5,3,2.0,3,6,7.0
231710070169,3,6.0,1.0,38000000.0,0.0,8,8,4.0,8,4,1.0,4,8,8.0
231710070164,4,11.0,5.0,1000000.0,3434000.0,8,8,3.0,4,4,3.0,1,8,7.0
231710070159,8,11.0,1.0,3500000.0,0.0,8,4,4.0,6,4,4.0,3,4,6.0
231710070152,10,5.0,14.0,4300000.0,10949380.0,8,8,3.0,7,6,2.0,4,8,8.0
231710070149,8,14.0,1.0,1000000.0,0.0,5,1,3.0,1,1,1.0,2,1,1.0
231710070146,9,14.0,14.0,550000.0,500000.0,5,2,2.0,2,4,4.0,2,2,2.0
231710070133,3,5.0,14.0,5887500.0,6169825.0,8,8,2.0,7,6,3.0,3,8,8.0
231710070129,7,12.0,12.0,2900000.0,4688900.0,8,8,1.0,7,4,1.0,2,8,6.0
231710070116,6,9.0,1.0,7000000.0,0.0,8,8,4.0,5,5,3.0,3,8,8.0
231710070112,2,14.0,5.0,1500000.0,4008000.0,8,7,4.0,4,4,2.0,1,7,6.0
231710070106,8,9.0,1.0,3000000.0,0.0,8,3,4.0,7,3,4.0,3,3,6.0
231710070093,4,14.0,7.0,0.0,900000.0,4,1,3.0,1,1,4.0,2,1,1.0
231710070062,6,13.0,5.0,0.0,4803000.0,8,8,2.0,8,6,5.0,4,8,7.0
231710070043,4,10.0,1.0,1000000.0,0.0,5,1,5.0,1,3,3.0,1,1,1.0
231710070036,5,14.0,14.0,0.0,0.0,1,1,6.0,2,4,4.0,2,1,2.0
231710070033,3,11.0,1.0,3500000.0,0.0,8,6,3.0,4,3,5.0,4,6,4.0
231710070012,2,10.0,14.0,7000000.0,0.0,8,7,5.0,7,6,1.0,3,7,8.0
231710070006,4,7.0,1.0,2000000.0,0.0,8,2,4.0,5,3,4.0,2,2,2.0
231710070005,4,3.0,1.0,800000.0,0.0,3,1,2.0,3,3,5.0,2,1,2.0
231710061468,10,12.0,1.0,3000000.0,0.0,8,5,3.0,8,3,1.0,3,5,7.0
231710061452,8,3.0,1.0,1000000.0,0.0,5,1,3.0,2,2,5.0,5,1,2.0
231710061436,7,5.0,5.0,9140000.0,4290600.0,8,8,5.0,7,3,3.0,4,8,7.0
231710061434,5,9.0,1.0,15000000.0,0.0,8,8,1.0,8,8,3.0,2,8,8.0
231710061430,9,6.0,6.0,3500000.0,0.0,8,8,2.0,3,3,2.0,2,8,5.0
231710061425,10,11.0,5.0,3000000.0,4766800.0,8,8,4.0,5,3,1.0,2,8,7.0
231710061383,3,5.0,5.0,4745000.0,3998900.0,8,8,4.0,1,7,2.0,3,8,8.0
